"DateTime","Branch","FromBus","ToBus","Flow (MW) (From->To)","Capacity (MW)","DynamicLoss (MW)","FixedLoss (MW)","FromBusPrice ($/MWh)","ToBusPrice ($/MWh)","BranchPrice ($/MWh)","BranchRentals ($)"
"13-FEB-2017 09:30","ISL_T2.T2","529","524",27.29812,107.00000,0.03465,0.03549,76.07955,76.24733,0.00000,-0.38390
"13-FEB-2017 09:30","ISL_T3.L3","523","527",0.00000,60.20000,0.00000,0.00000,76.42790,76.42790,0.00000,0.00000
"13-FEB-2017 09:30","ISL_T3.M3","525","527",-129.36063,252.00000,0.06269,0.00000,76.50393,76.42790,0.00000,2.51992
"13-FEB-2017 09:30","ISL_T3.T3","529","527",129.59819,252.00000,0.12956,0.21600,76.07955,76.42790,0.00000,9.36786
"13-FEB-2017 09:30","ISL_T7.L7","785","528",0.00000,75.60000,0.00000,0.00000,76.42813,76.42813,0.00000,0.00000
"13-FEB-2017 09:30","ISL_T7.M7","525","528",-128.99709,252.00000,0.06178,0.00000,76.50393,76.42813,0.00000,2.52607
"13-FEB-2017 09:30","ISL_T7.T7","529","528",129.23447,252.00000,0.12938,0.21600,76.07955,76.42813,0.00000,9.32597
"13-FEB-2017 09:30","ISL_TKB.1","529","656",-193.71641,557.00000,7.27818,0.00000,76.07955,70.34640,0.00000,278.44182
"13-FEB-2017 09:30","KAG_GEN.1","174","180",103.00000,2000.00000,0.00000,0.00000,77.51336,77.51336,0.00000,0.00000
"13-FEB-2017 09:30","KAG_T1.T1","174","173",-51.60092,2000.00000,0.00000,0.00000,77.51336,77.51336,0.00000,0.00000
"13-FEB-2017 09:30","KAG_T2.T2","174","173",-51.39908,2000.00000,0.00000,0.00000,77.51336,77.51336,0.00000,0.00000
"13-FEB-2017 09:30","KAI_SBK1.1","531","533",-7.80153,42.00000,0.02801,0.00000,80.17924,79.44704,0.00000,1.73323
"13-FEB-2017 09:30","KAI_SBK2.1","531","533",-7.49125,42.00000,0.02628,0.00000,80.17924,79.44704,0.00000,1.68899
"13-FEB-2017 09:30","KAI_T1.T1","531","530",7.62159,37.60000,0.01009,0.01000,80.17924,80.41923,0.00000,0.10682
"13-FEB-2017 09:30","KAI_T2.T2","531","530",7.60689,37.60000,0.01039,0.01000,80.17924,80.41923,0.00000,0.09275
"13-FEB-2017 09:30","KAW_MAT1.1","180","196",-12.33274,88.00000,0.01702,0.00000,77.51336,77.40647,0.00000,-0.00032
"13-FEB-2017 09:30","KAW_MAT2.1","180","196",-12.34426,88.00000,0.01701,0.00000,77.51336,77.40647,0.00000,0.00032
"13-FEB-2017 09:30","KAW_OHK.1","181","222",-3.31366,238.85000,0.01076,0.00000,77.80302,77.93830,0.00000,-0.64252
"13-FEB-2017 09:30","KAW_ONU1.1","175","237",-18.72045,2000.00000,0.00000,0.00000,77.46838,77.46838,0.00000,0.00000
"13-FEB-2017 09:30","KAW_ONU2.1","175","236",-6.30318,2000.00000,0.00000,0.00000,77.46838,77.46838,0.00000,0.00000
"13-FEB-2017 09:30","KAW_ONU3.1","175","235",-10.24267,2000.00000,0.00000,0.00000,77.46838,77.46838,0.00000,0.00000
"13-FEB-2017 09:30","KAW_ONU4.1","175","234",-14.73369,2000.00000,0.00000,0.00000,77.46838,77.46838,0.00000,0.00000
