"DateTime","Bus","Generation (MW)","Load (MW)","Price ($/MWh)","Revenue ($)","Cost ($)","Deficit(MW)","Surplus(MW)"
"13-FEB-2017 09:30","5005",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5006",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5007",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5008",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5009",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","501",0.000,0.000,79.481,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5010",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5011",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5012",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5013",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5014",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5015",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5016",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5017",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5018",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5019",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","502",0.000,1.796,80.756,0.000,72.519,0.000,0.000
"13-FEB-2017 09:30","5020",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5021",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5022",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5023",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5024",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5025",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5026",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5027",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5028",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5029",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","503",0.000,0.000,80.285,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5030",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5031",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5032",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5033",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5034",0.000,0.000,0.000,0.000,0.000,0.000,0.000
"13-FEB-2017 09:30","5035",0.000,0.000,0.000,0.000,0.000,0.000,0.000
